|                                                       |                      |              |                                       |
|:------------------------------------------------------|:---------------------|:-------------|:--------------------------------------|
| SO250 FACTORY JUNCTION TO MITRE BRIDGE JUNCTION       |                      |              |                                       |
| TIMING POINT                                          | DOWN                 | UP           | NOTES                                 |
| Factory Junction –                                    | 3                    | 3            |                                       |
| Longhedge Junction                                    |                      |              |                                       |
| Longhedge Junction –                                  | 31⁄2 - Non-Stopping* | 31⁄2 - Non-  | *Stopping headway applies following a |
| Mitre Bridge Junction                                 | 4 - Stopping         | Stopping     | freight train heading towards Mitre   |
|                                                       |                      | 4 - Stopping | Bridge Junction                       |
| SO250A GROSVENOR BRIDGE JUNCTION  TO FACTORY JUNCTION |                      |              |                                       |
| TIMING POINT                                          | DOWN                 | UP           | NOTES                                 |
| Grosvenor Bridge Junction – Factory Junction          | 3                    | 3            |                                       |
