|                                                                      |                |
|:---------------------------------------------------------------------|:---------------|
| Dent                                                                 |                |
| Dwell Time                                                           |                |
| LH/HST                                                               | 2              |
| All other                                                            | 1 Sundays Only |
| Garsdale                                                             |                |
| Dwell Time                                                           |                |
| LH/HST                                                               | 2              |
| All other                                                            | 1              |
| Kirkby Stephen                                                       |                |
| Dwell Time                                                           |                |
| LH/HST                                                               | 2              |
| All other                                                            | 1 Sundays Only |
| Minimum Turnround Time – Trains changing direction at end of journey |                |
| Shunting between arrival platform and a different departure platform | 10             |
| Appleby                                                              |                |
| Dwell Time                                                           |                |
| LH/HST                                                               | 2              |
