|              |                                                                                                   |
|:-------------|:--------------------------------------------------------------------------------------------------|
| Abbreviation | Description                                                                                       |
| M            | Monday                                                                                            |
| T            | Tuesday                                                                                           |
| W            | Wednesday                                                                                         |
| Th           | Thursday                                                                                          |
| F            | Friday                                                                                            |
| S            | Saturday                                                                                          |
| Su           | Sunday                                                                                            |
| EWD          | Every Week Day (Monday to Saturday)                                                               |
| Daily        | Every day – will not accept this; there must be a separate entry for Sundays (Note – need         |
|              | to include reference to new ITPS processes)                                                       |
| Suffixes     |                                                                                                   |
| O            | Adding this indicates that the train will run only on that day or those days shown                |
| X            | Adding this indicates that the train will not run on that day or those days shown                 |
| General      |                                                                                                   |
| BHX          | Denotes that this train does not run on a bank holiday                                            |
| Abbreviation | Description                                                                                       |
| 22X          | DMU classes 220/221/222                                                                           |
| BMU          | Any bi-mode diesel & electric multiple unit                                                       |
| DBSO         | A vehicle at one end of a train formed of a locomotive, a set of either Mk II or III vehicles and |
|              | the Driving Brake Second Open which accommodates a train driver and also passenger                |
|              | accommodation                                                                                     |
| DVT          | Driving Van Trailer – accommodates a train driver and/or conductor only with a set of             |
|              | controls replicated from a locomotive at the opposite end of a set of coaching stock              |
| DMU          | Any diesel multiple unit (excluding classes 220/221/222)                                          |
| EMU          | Any electric multiple unit                                                                        |
| ECS          | Empty Coaching Stock includes empty diesel and electric multiple units                            |
| HST          | Trains consisting of two Class 43 locomotives and Mk 3 passenger vehicles                         |
| LH           | A passenger or parcels train hauled or propelled by one or more locomotives                       |
| LHCV         | Locomotive hauled coaching vehicles                                                               |
| Power        | Passenger stock equipped with power operated external doors                                       |
