|                           |                          |        |                                      |
|:--------------------------|:-------------------------|:-------|:-------------------------------------|
| STATION                   | PLATFORM AND LINE        | USABLE | NOTES                                |
|                           |                          | LENGTH |                                      |
| Battersea Park            | 2 - Up Atlantic          | 110    |                                      |
| Battersea Park            | 3 - Down Slow            | 201    |                                      |
| Battersea Park            | 4 - Up Slow              | 180    |                                      |
| Battersea Park            | 5 - Down Fast            | 165.3  |                                      |
| Battersea Pier Staff Halt | Brighton Reversible      | 3      | Down direction                       |
| Battersea Pier Staff Halt | Brighton Reversible      | 3      | Up direction                         |
| Belmont                   | Epsom Downs Single       | 159    | Down direction                       |
| Belmont                   | Epsom Downs Single       | 159    | Up direction                         |
| Berwick                   | 1 - Up Main              | 156    |                                      |
| Berwick                   | 2 - Down Main            | 157    |                                      |
| Betchworth                | 1 - Up Reading           | 95.3   |                                      |
| Betchworth                | 2 - Down Reading         | 140    |                                      |
| Bexhill                   | 1 - Up Bexhill           | 254    |                                      |
| Bexhill                   | 2 - Down Bexhill         | 286    |                                      |
| Billingshurst             | 1 – Up                   | 167    |                                      |
| Billingshurst             | 2 – Down                 | 185    |                                      |
| Birkbeck                  | Crystal Palace Single    | 158    | Down direction                       |
| Birkbeck                  | Crystal Palace Single    | 158    | Up direction                         |
| Bishopstone               | Seaford Single           | 120    | Down direction                       |
| Bishopstone               | Seaford Single           | 120    | Up direction                         |
| Bognor Regis              | 1                        | 251    |                                      |
| Bognor Regis              | 2                        | 253    |                                      |
| Bognor Regis              | 3                        | 254    |                                      |
| Bognor Regis              | 4                        | 130    |                                      |
| Bosham                    | 1 – Up                   | 156    |                                      |
| Bosham                    | 2 – Down                 | 179    |                                      |
| Boxhill and Westhumble    | 1 - Up Portsmouth        | 158    |                                      |
| Boxhill and Westhumble    | 2 - Down Portsmouth      | 158    |                                      |
| Brighton                  | 1                        | 234    |                                      |
| Brighton                  | 2                        | 278    |                                      |
| Brighton                  | 3                        | 250    | From Preston Park direction complete |
| Brighton                  | 3N                       | 165    | From Preston Park direction          |
| Brighton                  | 3S                       | 85     | From Hove direction                  |
| Brighton                  | 4                        | 250    |                                      |
| Brighton                  | 5                        | 248    |                                      |
| Brighton                  | 6                        | 250    |                                      |
| Brighton                  | 7                        | 250    |                                      |
| Brighton                  | 8                        | 240    |                                      |
| Brockley                  | 1 - Up Slow              | 175    |                                      |
| Brockley                  | 2 - Down Slow            | 175    |                                      |
| Burgess Hill              | 1 - Up Main              | 262    | Down direction                       |
| Burgess Hill              | 1 - Up Main              | 262    | Up direction                         |
| Burgess Hill              | 2 - Down Main            | 262    | Down direction                       |
| Burgess Hill              | 2 - Down Main            | 262    | Up direction                         |
| Buxted                    | Uckfield Single          | 238    | Down direction                       |
| Buxted                    | Uckfield Single          | 238    | Up direction                         |
| Canada Water              | 3 – Down                 | 79     |                                      |
| Canada Water              | 4 – Up                   | 79     |                                      |
| Canonbury                 | Eastbound Platform 2 ELL | 123    |                                      |
| Canonbury                 | Westbound Platform 1     | 123    |                                      |
|                           | ELL                      |        |                                      |
| Carshalton                | 1 - Up Portsmouth        | 201    |                                      |
| Carshalton                | 2 - Down Portsmouth      | 201    |                                      |
