|                                                      |      |             |
|:-----------------------------------------------------|:-----|:------------|
| SO250 FACTORY JUNCTION TO MITRE BRIDGE JUNCTION      |      |             |
| ROUTE SECTION                                        | PASS | ECS SLIDE + |
| Factory Junction and Mitre Bridge Junction           | P    | P           |
| SO250A GROSVENOR BRIDGE JUNCTION TO FACTORY JUNCTION |      |             |
| ROUTE SECTION                                        | PASS | ECS SLIDE + |
| Grosvenor Bridge Junction and Factory Junction       | P    | P           |
| SO250B BATTERSEA PIER JUNCTION TO LONGHEDGE JUNCTION |      |             |
| ROUTE SECTION                                        | PASS | ECS SLIDE + |
| Battersea Pier Junction and Longhedge Junction       | P    | P           |
| SO250C POUPARTS JUNCTION TO LONGHEDGE JUNCTION       |      |             |
| ROUTE SECTION                                        | PASS | ECS SLIDE + |
| Pouparts Junction and Longhedge Junction             | P    | P           |
| SO250D LATCHMERE JUNCTION (NO 1) TO CLAPHAM JUNCTION |      |             |
| ROUTE SECTION                                        | PASS | ECS SLIDE + |
| Latchmere Junction (No 1) and Clapham Junction       | P    | P           |
| SO500 LONDON VICTORIA TO BRIGHTON                    |      |             |
| ROUTE SECTION                                        | PASS | ECS SLIDE + |
| London Victoria and Brighton                         | P    | P           |
