|                                                                               |                                                                           |
|:------------------------------------------------------------------------------|:--------------------------------------------------------------------------|
| STANDARD VALUES – MINIMUM (APPLIES TO ALL ROUTES EXCEPT THOSE STARTING MD9XX) |                                                                           |
| Reversal                                                                      |                                                                           |
| DMU / EMU                                                                     | 4, except:                                                                |
| Class 16x                                                                     | 3 (GWR Turbo)                                                             |
| Class 170 (XC)                                                                | 4 (2-4 cars), 5 (5-6 cars), 7 (7-9 cars)                                  |
| Class 22x                                                                     | 5 CrossCountry Trains only                                                |
|                                                                               | 6 Avanti West Coast Only                                                  |
| 2x Class 22x                                                                  | 6 CrossCountry Trains only                                                |
|                                                                               | 7 Avanti West Coast only                                                  |
| Class 377                                                                     | 5 (for 7-9 car), 6 (10 or 12 car)                                         |
| Class 378/710                                                                 | 5 (4 car)                                                                 |
|                                                                               | 6, except 5 when forming an ECS (5 car)                                   |
|                                                                               | 7 (8 car)                                                                 |
|                                                                               | 8 (9-12 car)                                                              |
| Class 390                                                                     | 15 minutes at all locations. Applies to both 9-car and 11-car units       |
| Class 397                                                                     | 8                                                                         |
| Class 80x (GWR)                                                               | 6 (for 5-car, platform), 7 (for 5-car, no platform), 8 (for 9- or 10-car, |
|                                                                               | platform), 15 (for 9- or 10-car, no platform)                             |
| Class 80x (Avanti West Coast)                                                 | 7 (for 5-car), 8 (for 7 and 10-car).                                      |
| Class 802 (Transpennine Express)                                              | 8 (10 if a double set).                                                   |
| Class 67 and Mk.4 coaches TfW                                                 | 10 (Loco or DVT leading). 5 applies where a crew change is planned        |
| Class 68 and Mk.5A coaches                                                    | 12 (6 permitted if two drivers are present)                               |
| HST including New Measurement                                                 | 7                                                                         |
| Train                                                                         |                                                                           |
