|                                                                                                                        |                                                     |
|:-----------------------------------------------------------------------------------------------------------------------|:----------------------------------------------------|
| MD701 MARYLEBONE TO AYNHO JN                                                                                           |                                                     |
| London Marylebone                                                                                                      |                                                     |
| Attachment/ Detachment                                                                                                 | 8 Inclusive of turnround time and no shunt involved |
|                                                                                                                        | 15 Inclusive of turnround time and shunt involved   |
| Connectional Allowance                                                                                                 | 10                                                  |
| Minimum Turnround Time – Trains changing direction at end of journey                                                   |                                                     |
| Standard                                                                                                               | 5                                                   |
| Permissive Working                                                                                                     |                                                     |
| Attaching/Detaching and Platform Sharing is authorised as shown below:                                                 |                                                     |
| Platform 1                                                                                                             | Attaching/Detaching and Platform Sharing            |
| Platform 2                                                                                                             | Attaching/Detaching and Platform Sharing            |
| Platform 3                                                                                                             | Attaching/Detaching and Platform Sharing            |
| Platform 4                                                                                                             | Detaching only                                      |
| Platform 5                                                                                                             | Attaching/Detaching and Platform Sharing            |
| Platform 6                                                                                                             | Attaching/Detaching and Platform Sharing            |
| In all cases here must be no more than 7 carriages at the buffer stops if another train is to platform share or attach |                                                     |
| to another train already in the same platform                                                                          |                                                     |
