|                  |                                                                                   |
|:-----------------|:----------------------------------------------------------------------------------|
| Second Character | Route and/or Destination                                                          |
| N                | Class 1 Liverpool Street to or from Clacton/Walton-on-the-Naze                    |
|                  | NOT via Colchester Town and NOT calling at Romford; also                          |
|                  | Class 2 Liverpool Street to Clacton/Walton-on-the-Naze NOT via Colchester Town    |
|                  | BUT calling at Romford;                                                           |
|                  | Colchester to Clacton/ Walton-on-the-Naze NOT via Colchester Town;                |
|                  | Thorpe-le-Soken and Walton-on-the-Naze                                            |
|                  | Stansted Airport or Norwich to Midland or North West areas                        |
|                  | Stratford, Camden Road to/from Richmond                                           |
|                  | London Fenchurch Street to or from Laindon                                        |
|                  | Elizabeth line to Maidenhead                                                      |
| O                | To Southern Area                                                                  |
|                  | Cheshunt and Hertford East (via Tottenham Hale)                                   |
|                  | Richmond and Upminster LT                                                         |
| P                | Norwich/Great Yarmouth (via Acle)                                                 |
|                  | London Liverpool Street to or from Norwich                                        |
|                  | London Fenchurch Street/London Liverpool Street and Shoeburyness (via Laindon, if |
|                  | diagrammed as Class 387)                                                          |
|                  | Norwich District                                                                  |
| Q                | UTU trains only                                                                   |
| R                | Ipswich to Felixstowe Town/North Terminals.                                       |
|                  | Norwich and Nottingham, Manchester Piccadilly or Liverpool Lime Street            |
|                  | ECS trains to Letchworth CSD                                                      |
|                  | Fenchurch Street/Liverpool Street and Shoeburyness (via Rainham)                  |
|                  | Barking District & Felixstowe North Terminals                                     |
|                  | Elizabeth line to Reading                                                         |
| S                | To Scotland Zone.                                                                 |
|                  | Norwich and Sheringham                                                            |
|                  | London Liverpool Street and Bishop’s Stortford                                    |
|                  | ECS to Shoeburyness.                                                              |
|                  | Shunt movements                                                                   |
|                  | Thameslink Route - Cambridge and Gatwick Airport / Three Bridges / Brighton via   |
|                  | London Bridge and Quarry Lines                                                    |
| T                | Colchester/Marks Tey and Sudbury                                                  |
|                  | London Liverpool Street and Chingford,                                            |
|                  | London King’s Cross and Cambridge North / Ely / King’s Lynn                       |
|                  | Elizabeth line to Heathrow Airport or Hayes & Harlington                          |
| U                | London Liverpool Street and Enfield Town;                                         |
|                  | Thameslink Route - NOT CURRENTLY USED –                                           |
|                  | will be allocated to relevant service group when 24tph Thameslink service is      |
|                  | confirmed                                                                         |
| V                | To Great Western area;                                                            |
|                  | Romford and Upminster;                                                            |
|                  | ECS trains running to Ilford EMUD;                                                |
|                  | Class 1 services between Great Yarmouth and Liverpool Street or vice versa.       |
| W                | Brentwood, Shenfield and Ingatestone                                              |
|                  | Cambridge and Ipswich                                                             |
