|                  |                                                                                      |
|:-----------------|:-------------------------------------------------------------------------------------|
| First Character  | Description                                                                          |
| 1                | Express passenger train; or                                                          |
|                  | Nominated postal or parcels train; or                                                |
|                  | Breakdown or overhead line equipment train going to clear the line or returning from |
|                  | there (IZ99); or                                                                     |
|                  | Traction unit going to assist a failed train (1Z99)                                  |
|                  | Snow plough going to clear the line (1Z99)                                           |
| 2                | Ordinary passenger train; or                                                         |
|                  | Breakdown or overhead line equipment train not going to clear the line (2Z99)        |
|                  | Officers’ special train (2Z01)                                                       |
| 3                | Freight train which can run at more than 75 mph; or                                  |
|                  | A parcels train; or                                                                  |
|                  | Empty coaching stock train if specially authorised                                   |
| 4                | Freight train which can run up to 75 mph                                             |
| 5                | Empty coaching stock train                                                           |
| 6                | Freight train which can run up to 60 mph                                             |
| 7                | Freight train which can run up to 45 mph                                             |
| 8                | Freight train which can run at, or is timed to run at, 35 mph or less                |
| 9                | Thameslink services to or from St Pancras Low Level and beyond                       |
|                  | MTR Elizabeth Line services through the Crossrail Central Operating Section          |
|                  | GA Norwich in 90 services                                                            |
|                  | c2c services to/from London Liverpool Street                                         |
|                  | A train formed of a Class 373 unit.  Passenger services for East London line         |
| 0                | Light locomotive or locomotives                                                      |
| Second Character | Route and/or Destination                                                             |
| A                | Manningtree and Harwich Town                                                         |
|                  | Cambridge and Harwich International                                                  |
|                  | Harwich District                                                                     |
| B                | London Liverpool Street, Stratford and Stansted Airport                              |
|                  | London Fenchurch Street/London Liverpool Street and Shoeburyness (via Laindon)       |
|                  | Ipswich to Felixstowe South Terminals                                                |
