|                                                                                               |         |
|:----------------------------------------------------------------------------------------------|:--------|
| EA1420 THAMES HAVEN JUNCTION TO LONDON GATEWAY PORT/                                          |         |
| THAMES HAVEN SIDINGS                                                                          |         |
| Thames Haven                                                                                  |         |
| Maximum Standage Length                                                                       |         |
| Reception                                                                                     | 68 SLUs |
| EA1430 EAST SUFFOLK JUNCTION TO OULTON BROAD NORTH JUNCTION                                   |         |
| Ipswich Signal CO348                                                                          |         |
| Standage Length                                                                               |         |
| Up East Suffolk Line towards East Suffolk Junction & Ipswich standing at Ipswich Signal CO348 | 46 SLUs |
| clear of Boss Hall Junction                                                                   |         |
| Restrictions                                                                                  |         |
