|        |                                                              |
|:-------|:-------------------------------------------------------------|
| NW7007 | Farington Curve Jn to Ormskirk                               |
| NW7009 | Farington Curve Jn to Hall Royd Jn (East Lancs Line)         |
| NW7011 | Farington Jn to Lostock Hall Jn (Lostock Hall Lines)         |
| NW7013 | Daisyfield Jn to Hellifield                                  |
| NW7015 | Padiham Power Station Sidings to Rose Grove West Jn          |
| NW7017 | Gannow Jn to Colne                                           |
| NW7019 | Thorpes Bridge Jn to GMC Siding (inclusive)                  |
| NW7021 | Miles Platting Jn to Marsden                                 |
| NW7023 | Philips Park West Jn to Brewery Jn                           |
| NW7025 | Philips Park West Jn to Ashburys West Jn                     |
| NW7027 | Baguley Fold Jn to Philips Park South Jn                     |
| NW8001 | Hunts Cross West Jn to Southport                             |
| NW8003 | Paradise Jn to James Street (Stock Interchange/Holding Line) |
| NW8005 | Sandhills Jn to Ormskirk                                     |
| NW8007 | Bootle Jn to Aintree Emergency G. F.                         |
| NW8009 | Walton Jn to Headbolt Lane                                   |
| NW8011 | Mann Island Jn to West Kirby (Via Loop)                      |
| NW8013 | Canning Street Jn to Hooton South Jn                         |
| NW8015 | Bidston East Jn to New Brighton (New Brighton Lines)         |
| NW8017 | Canning Street North to Rock Ferry South Jn                  |
| NW9001 | Dore West Jn to Edgeley Jn No.1 (Hope Valley Lines)          |
|        | Earles Sidings (Incl.) to Edgeley Jn No.1                    |
| NW9003 | Chinley East Jn to Chinley South Jn (Chord Line)             |
| NW9005 | Chinley North Jn to Buxton                                   |
| NW9007 | New Mills South Jn to Ashburys East Jn                       |
| NW9009 | Marple Wharf Jn to Rose Hill                                 |
| NW9011 | Romiley Jn to Hyde Jn                                        |
| NW9013 | Woodley Jn to Bredbury Sidings                               |
| NW9017 | Hazel Grove High Level Jn to Northenden Jn                   |
| NW9019 | Buxton to Brigg’s Sidings                                    |
| NW9021 | Buxton to Hazel Grove East Jn                                |
| NW9901 | Gargrave to Carlisle South Jn                                |
| NW9903 | Settle Jn to Carnforth Station Jn                            |
| NW9909 | Corby Gates to Petteril Bridge Jn                            |
| NW9911 | London Road Jn to Bog Jn (Newcastle Goods Lines)             |
