|                  |                                                                                 |
|:-----------------|:--------------------------------------------------------------------------------|
| Second Character | Route and/or Destination                                                        |
| C                | Stratford and Gidea Park,                                                       |
|                  | Norwich and Great Yarmouth (via Reedham)                                        |
|                  | London King’s Cross and Cambridge                                               |
|                  | London Liverpool Street District                                                |
| D                | Ipswich and Lowestoft (2D60-2D99)                                               |
|                  | London Liverpool Street and Cheshunt (via Seven Sisters) (2D00-2D49)            |
|                  | London Liverpool Street and Hertford East (via Seven Sisters) (2D50-2D99)       |
|                  | London Fenchurch Street/London Liverpool Street and Shoeburyness (via Ockendon) |
|                  | Broxbourne District                                                             |
| E                | To Eastern Region (LNE area)                                                    |
|                  | ECS to East Ham EMUD (c2c services)                                             |
| F                | Chelmsford (including Braintree branch) and Colchester;                         |
|                  | Class 1 Liverpool Street to or from Colchester Town NOT calling at Romford;     |
|                  | Liverpool Street to or from Clacton/Walton-on-the-Naze via Colchester Town but  |
|                  | NOT calling at Romford; also                                                    |
|                  | Class 2 Liverpool Street to or from Colchester Town calling at Romford or       |
|                  | Liverpool Street to Clacton/Walton-on-the-Naze via Colchester Town and          |
|                  | calling at Romford;                                                             |
|                  | Colchester to Colchester Town;                                                  |
|                  | Colchester to Clacton/Walton-on-the-Naze via Colchester Town                    |
|                  | London Fenchurch Street/London Liverpool Street and Shoeburyness (via Laindon,  |
|                  | if ‘B’ cannot be used)                                                          |
|                  | Colchester District                                                             |
| G                | Anglia Internal Special Trains                                                  |
| H                | London Liverpool Street and Cambridge, Cambridge North, Ely and King’s Lynn     |
|                  | Cambridge District (Main Line)                                                  |
| I                | Richmond and Upminster LT                                                       |
| J                | Wickford and Southminster (2J00-2J59)                                           |
|                  | Norwich and Lowestoft (2J60-2J99)                                               |
|                  | Stansted Airport to former Midland or North West areas                          |
|                  | Barking to/from Gospel Oak                                                      |
|                  | ECS to East Ham EMUD (London Overground services)                               |
| K                | Billericay and Southend Victoria                                                |
|                  | Norwich and Cambridge/Stansted Airport (1K50-1K99)                              |
|                  | Trains which call at either Spooner Row, Eccles Road, Harling Road,             |
|                  | Lakenheath or Shippea Hill operate as Class 2                                   |
|                  | Class 2 Services between Cambridge and Stansted Airport only (CrossCountry)     |
|                  | Ockendon Branch                                                                 |
| L                | To East Anglia Area                                                             |
|                  | Clapham Junction to Stratford via Camden Road                                   |
| M                | Orient Way Depot                                                                |
|                  | Stratford and Meridian Water via LVR                                            |
|                  | To the Midlands and North West areas                                            |
